Area Type,Area,Area Name,Standard Occupational Code,Occupational Title,Employment,Mean Wage,Median Wage,Entry Wage,Experienced Wage
10,10,Western New York Region, 11-9051,Food Service Managers,550,70560,66570,45070,83300
10,1,Capital Region, 11-9121, Natural Sciences Managers,170,162600,134990,105000,191410
10,10,Western New York Region, 11-9039," Education Administrators, All Other",80,71740,67050,55650,79790
10,7,New York City Region, 13-1041, Compliance Officers,10100,85520,83700,52530,102010
1,36,New York State, 47-2073,Operating Engineers and Other Construction Equipment Operators,12520,78960,67000,44830,96030
10,6,Mohawk Valley Region, 29-0000,Healthcare Practitioners and Technical Occupations,13840,76060,61530,37140,95530
10,1,Capital Region, 41-9012, Models,n/a,46720,47260,46600,46780
10,6,Mohawk Valley Region, 17-3026, Industrial Engineering Technicians,50,52740,50450,42670,57770
10,5,Long Island Region, 31-9092, Medical Assistants,4420,39140,38540,32540,42440
10,1,Capital Region, 41-9099," Sales and Related Workers, All Other",110,44490,47100,22740,55370
10,10,Western New York Region, 51-9111,Packaging and Filling Machine Operators and Tenders,2100,36220,33840,23830,42410
10,4,Hudson Valley Region, 53-3022," Bus Drivers, School or Special Client",9980,43790,44600,32210,49570
10,5,Long Island Region, 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",100,42530,39990,29360,49120
10,3,Finger Lakes Region, 47-2132," Insulation Workers, Mechanical",200,45520,42030,33020,51770
10,3,Finger Lakes Region, 21-1093, Social and Human Service Assistants,2560,35730,33680,24220,41480
10,2,Central New York Region, 25-9099,"Education, Training, and Library Workers, All Other",n/a,42030,39100,28510,48780
10,1,Capital Region, 13-1199," Business Operations Specialists, All Other",2370,77630,74400,51740,90570
10,7,New York City Region, 17-2131, Materials Engineers,n/a,107180,112180,69120,126200
10,9,Southern Tier Region, 47-2021, Brickmasons and Blockmasons,n/a,56420,58320,37490,65880
1,36,New York State, 27-3011, Radio and Television Announcers,1620,78680,43200,24240,105910
10,3,Finger Lakes Region, 39-6011, Baggage Porters and Bellhops,n/a,28950,21632,21632,33000
10,7,New York City Region, 49-9011, Mechanical Door Repairers,n/a,43640,42030,33020,48950
10,10,Western New York Region, 19-2032, Materials Scientists,n/a,46970,37880,35780,52570
10,8,North Country Region, 39-7010,Tour and Travel Guides,40,23080,21640,21632,24240
10,5,Long Island Region, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3110,24900,22880,22880,26820
10,9,Southern Tier Region, 17-2072," Electronics Engineers, Except Computer",110,105950,100660,81200,118320
10,4,Hudson Valley Region, 47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",n/a,32530,32720,27870,34850
10,7,New York City Region, 19-2032, Materials Scientists,n/a,90750,84370,37580,117340
10,4,Hudson Valley Region, 39-5012," Hairdressers, Hairstylists, and Cosmetologists",3580,33780,27860,22340,39500
10,8,North Country Region, 13-1151, Training and Development Specialists,320,55260,51030,31690,67050
10,10,Western New York Region, 29-2053, Psychiatric Technicians,n/a,37220,32700,27300,42180
10,4,Hudson Valley Region, 25-2023,"Career/Technical  Education Teachers, Middle School",230,85710,81360,57030,100050
10,10,Western New York Region, 33-2021, Fire Inspectors and Investigators,n/a,65190,67860,47070,74260
10,9,Southern Tier Region, 51-5113, Print Binding and Finishing Workers,120,42810,44420,33400,47510
10,6,Mohawk Valley Region, 11-3031,Financial Managers,380,143520,128480,87060,171750
10,9,Southern Tier Region, 31-9093, Medical Equipment Preparers,110,34880,33720,25160,39750
10,8,North Country Region, 25-0000,"Education, Training, and Library Occupations",13390,50900,47810,24330,64190
10,10,Western New York Region, 35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1640,24760,23210,21730,26280
10,9,Southern Tier Region, 15-1151, Computer User Support Specialists,1020,55060,52510,38470,63360
10,7,New York City Region, 27-3043, Writers and Authors,6040,89980,78350,49420,110260
1,36,New York State, 25-2012," Kindergarten Teachers, Except Special Education",6770,78640,72500,46550,94690
1,36,New York State, 13-0000,Business and Financial Operations Occupations,543880,96640,80870,49630,120140
10,1,Capital Region, 39-6012, Concierges,n/a,35830,25790,23270,42110
10,1,Capital Region, 53-3022," Bus Drivers, School or Special Client",3530,40170,37040,26570,46970
10,2,Central New York Region, 49-9062, Medical Equipment Repairers,80,44780,40180,33080,50630
1,36,New York State, 27-2022, Coaches and Scouts,10420,56080,48140,27720,70260
10,1,Capital Region, 29-1131, Veterinarians,240,118520,112830,84270,135640
10,2,Central New York Region, 43-9011, Computer Operators,n/a,40320,38120,32450,44260
10,8,North Country Region, 49-3051, Motorboat Mechanics and Service Technicians,180,41180,39890,29810,46870
10,2,Central New York Region, 19-4031, Chemical Technicians,260,48920,45540,34280,56240
10,2,Central New York Region, 53-3033, Light Truck or Delivery Services Drivers,2600,35520,30770,23130,41710
10,6,Mohawk Valley Region, 51-9083, Ophthalmic Laboratory Technicians,n/a,37130,37060,30760,40310
10,4,Hudson Valley Region, 27-4099,"Media and Communication Equipment Workers, All Other",n/a,63440,58450,37690,76320
1,36,New York State, 43-1011,First-Line Supervisors of Office and Administrative Support Workers,113350,70650,65180,43880,84040
10,4,Hudson Valley Region, 31-9099," Healthcare Support Workers, All Other",930,35660,34190,22900,42050
10,3,Finger Lakes Region, 51-4041, Machinists,3010,47470,47220,33570,54430
10,8,North Country Region, 51-2028,,160,37990,37160,27140,43420
10,1,Capital Region, 43-4041," Credit Authorizers, Checkers, and Clerks",60,45930,41100,31200,53300
10,4,Hudson Valley Region, 51-3011, Bakers,1550,30000,27110,22570,33720
10,8,North Country Region, 29-9091, Athletic Trainers,40,51880,54550,38950,58340
10,8,North Country Region, 43-9041, Insurance Claims and Policy Processing Clerks,n/a,39540,40340,28820,44900
10,2,Central New York Region, 17-1012, Landscape Architects,n/a,73780,74460,55510,82920
1,36,New York State, 45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",n/a,32940,30060,25110,36850
10,9,Southern Tier Region, 47-2081, Drywall and Ceiling Tile Installers,80,38150,37420,33080,40690
10,5,Long Island Region, 25-2023,"Career/Technical  Education Teachers, Middle School",260,106800,114710,75160,122610
10,4,Hudson Valley Region, 15-1122, Information Security Analysts,210,116550,109220,67470,141090
10,7,New York City Region, 11-9161, Emergency Management Directors,n/a,135460,137360,90390,158000
10,1,Capital Region, 11-2011, Advertising and Promotions Managers,60,113140,89720,60180,139620
1,36,New York State, 19-3092, Geographers,n/a,66700,52750,44230,77940
10,10,Western New York Region, 31-2011, Occupational Therapy Assistants,360,47700,47370,37520,52790
10,5,Long Island Region, 31-1014, Nursing Assistants,14380,40650,40630,34290,43830
10,1,Capital Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,42660,41480,34230,46880
10,9,Southern Tier Region, 33-9093, Transportation Security Screeners,n/a,41090,38860,37230,43010
10,7,New York City Region, 13-1131, Fundraisers,4180,71370,69010,44620,84740
10,6,Mohawk Valley Region, 11-1021, General and Operations Managers,2340,113260,87690,56530,141630
10,9,Southern Tier Region, 11-9033," Education Administrators, Postsecondary",530,126890,103910,65940,157370
10,2,Central New York Region, 39-7010,Tour and Travel Guides,60,31450,26320,21632,36730
10,10,Western New York Region, 41-2011, Cashiers,14940,23310,21730,21632,24540
10,2,Central New York Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",320,69790,67230,45180,82100
10,4,Hudson Valley Region, 11-2021, Marketing Managers,930,186020,166600,106060,226010
10,5,Long Island Region, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",1410,42410,39530,26270,50480
10,1,Capital Region, 11-3021, Computer and Information Systems Managers,1530,131870,123730,97890,148860
10,9,Southern Tier Region, 43-4151, Order Clerks,90,35390,34570,25620,40280
1,36,New York State, 17-2131, Materials Engineers,1220,98480,95360,64860,115280
10,6,Mohawk Valley Region, 29-1071, Physician Assistants,220,106480,105610,90130,114650
10,4,Hudson Valley Region, 39-9031, Fitness Trainers and Aerobics Instructors,2630,65820,66460,35310,81080
10,4,Hudson Valley Region, 41-2021, Counter and Rental Clerks,1800,32100,25810,22530,36880
10,2,Central New York Region, 15-1111, Computer and Information Research Scientists,n/a,118810,110950,82840,136790
10,2,Central New York Region, 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",100,34060,32570,25600,38290
10,4,Hudson Valley Region, 47-2021, Brickmasons and Blockmasons,740,68100,63030,42370,80970
10,8,North Country Region, 51-3099," Food Processing Workers, All Other",n/a,29670,27060,22680,33170
1,36,New York State, 49-3011, Aircraft Mechanics and Service Technicians,3120,66130,64800,45170,76620
10,2,Central New York Region, 39-2021, Nonfarm Animal Caretakers,450,27630,24070,21632,30630
10,4,Hudson Valley Region, 31-9094, Medical Transcriptionists,140,45740,43820,36390,50420
10,1,Capital Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",240,88900,86990,64970,100870
10,9,Southern Tier Region, 23-2011, Paralegals and Legal Assistants,430,49740,46280,34170,57520
10,7,New York City Region, 47-1011,Supervisors of Construction and Extraction Workers,8630,97190,94990,59980,115800
1,36,New York State, 15-2011, Actuaries,2580,147430,126640,77010,182640
10,4,Hudson Valley Region, 25-2032,"Career/Technical Education Teachers, Secondary School",380,80090,76780,58500,90880
1,36,New York State, 43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,9490,39170,34640,23300,47100
10,5,Long Island Region, 47-2051, Cement Masons and Concrete Finishers,1330,71840,66220,49480,83020
10,4,Hudson Valley Region, 29-2081," Opticians, Dispensing",780,61160,66800,35520,73980
1,36,New York State, 11-3031,Financial Managers,40570,209740,194190,112380,258410
10,5,Long Island Region, 53-6031, Automotive and Watercraft Service Attendants,1110,26630,24090,22880,29130
10,2,Central New York Region, 49-9041, Industrial Machinery Mechanics,1110,57090,56030,40570,65360
10,9,Southern Tier Region, 33-9011, Animal Control Workers,120,32670,32290,27980,35020
1,36,New York State, 25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",70630,84650,80970,52540,100700
10,1,Capital Region, 11-9039," Education Administrators, All Other",60,98090,107270,61910,116180
10,10,Western New York Region, 11-9061, Funeral Service Managers,n/a,101150,104680,83980,109730
10,6,Mohawk Valley Region, 17-2141, Mechanical Engineers,190,80420,76210,54430,93420
10,1,Capital Region, 43-4171, Receptionists and Information Clerks,5070,32080,31050,24700,35760
10,2,Central New York Region, 17-2072," Electronics Engineers, Except Computer",190,100720,92060,63930,119110
10,1,Capital Region, 19-3093, Historians,80,33140,29300,27450,35990
10,6,Mohawk Valley Region, 25-2011," Preschool Teachers, Except Special Education",390,33800,26020,22220,39590
10,5,Long Island Region, 13-2051, Financial Analysts,1700,92620,80220,56720,110570
10,5,Long Island Region, 41-9099," Sales and Related Workers, All Other",n/a,38720,27110,22880,47570
10,1,Capital Region, 21-1029,"Social Workers, All Other",550,66980,67700,52360,74290
10,2,Central New York Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",900,49330,46130,32970,57520
10,4,Hudson Valley Region, 13-1032," Insurance Appraisers, Auto Damage",n/a,71080,70360,59470,76890
10,7,New York City Region, 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,480,38000,37440,24960,44950
10,4,Hudson Valley Region, 45-4011, Forest and Conservation Workers,n/a,47340,41660,30490,55770
10,10,Western New York Region, 39-5092, Manicurists and Pedicurists,n/a,27390,25780,22320,29920
10,1,Capital Region, 29-2034, Radiologic Technologists,760,59380,58950,45640,66240
10,6,Mohawk Valley Region, 43-5081, Stock Clerks and Order Fillers,2110,27010,24320,22070,29490
10,2,Central New York Region, 37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",240,49230,49500,32080,57810
10,6,Mohawk Valley Region, 25-1124,"Foreign Language and Literature Teachers, Postsecondary",120,75700,67100,50230,88440
10,7,New York City Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",n/a,49960,47600,34240,57810
10,8,North Country Region, 51-9111,Packaging and Filling Machine Operators and Tenders,370,33450,32610,25520,37420
10,4,Hudson Valley Region, 29-1081, Podiatrists,n/a,138050,131350,91770,161190
10,5,Long Island Region, 49-9052, Telecommunications Line Installers and Repairers,1160,74300,86740,40480,91210
10,10,Western New York Region, 31-1015, Orderlies,190,27810,25750,21632,30920
10,4,Hudson Valley Region, 17-3029,"Engineering Technicians, Except Drafters, All Other",n/a,71400,69880,55500,79340
10,2,Central New York Region, 13-2031, Budget Analysts,n/a,75020,73720,58530,83260
10,7,New York City Region, 25-1081," Education Teachers, Postsecondary",2150,106290,97350,50220,134320
10,4,Hudson Valley Region, 51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",110,63500,62300,58250,66130
10,5,Long Island Region, 49-2092," Electric Motor, Power Tool, and Related Repairers",n/a,40350,37240,27610,46720
10,9,Southern Tier Region, 15-1121, Computer Systems Analysts,520,83950,78640,55960,97950
10,8,North Country Region, 21-1023, Mental Health and Substance Abuse Social Workers,280,53780,51310,39010,61170
10,6,Mohawk Valley Region, 43-6013, Medical Secretaries,200,32480,30500,27850,34800
10,8,North Country Region, 15-1151, Computer User Support Specialists,460,44720,43680,30560,51800
10,10,Western New York Region, 25-1066," Psychology Teachers, Postsecondary",230,73180,70520,42960,88290
10,1,Capital Region, 25-4013, Museum Technicians and Conservators,90,52130,53600,32980,61700
10,10,Western New York Region, 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",120,36450,35250,25010,42170
10,7,New York City Region, 51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",n/a,35010,34850,27240,38890
10,8,North Country Region, 11-9061, Funeral Service Managers,n/a,81830,74890,54510,95490
10,9,Southern Tier Region, 33-3012, Correctional Officers and Jailers,1270,59630,60510,44360,67260
10,7,New York City Region, 47-2161, Plasterers and Stucco Masons,560,79360,91670,45260,96400
